feature,importance
co2_emission,0.32245149789917055
ch4_emission,0.1790712191383997
sef_mef_ratio,0.1208745722435465
n2o_emission,0.10706084491325514
naics_2dig,0.07432934171146845
sf6_emission,0.05846400332233699
gas_diversity,0.0539830561836792
hfcs_emission,0.020530033834684054
pfcs_emission,0.018860107409340226
hfc_pfc_unspecified,0.01687960340115042
nf3_emission,0.016587943432255114
num_gases_emitted,0.00551654740449918
dominant_gas,0.005391229106214516
